text,wakati_text
"就活セクハラ...これは日本社会全体が、昭和の時代から全く変化がないことの象徴だろう。
俺もびっくりしたよ、日本の誇る大企業の幹部ですら、飲み会で平気で下ネタのオンパレードぶちかますからね。
どんなに社会的立場あっても、ただのエロ親父。品性のかけらもない。前時代的。
#就活セクハラ",就活 セクハラ こ れ 日本 社会 全体 昭和 時代 変化 ない こと 象徴 俺 びっくり する 日本 誇る 企業 幹部 飲み 会 平気だ 下 ネタ オンパレード かます 社会 的だ 立場 ある エロ 親父 品性 かけら ない 時代 的だ 就活 セクハラ
就活セクハラ…きっと恋人いないし、結婚に対する不安によるコンプレックスがあるから、騒ぐのだろうな。コンプレックスが多すぎるんだよ。,就活 セクハラ 恋人 いる ない 結婚 対する 不安だ よる コンプレックス ある 騒ぐ コンプレックス 多い すぎる
"声を上げる事は勇気ある行動だし、この社会では顔は隠した方がいい
就活セクハラはそんな会社入らない方がいい。じゃなくて、
男女関係なく若者は貴重な資源であり大切な宝です
そんな恥ずべき行為をこそ辞めされるべきかと
#就活セクハラ",声 上げる 事 勇気 ある 行動 社会 顔 隠す 方 いい 就活 セクハラ 会社 入る ない 方 いい ない 男女 関係 ない 若者 貴重だ 資源 大切だ 宝 行為 辞める する れる 就活 セクハラ
就活セクハラ「もう黙らない」大学生たちが緊急声明を発表 https://t.co/j9LljezWyt,就活 セクハラ 黙る ない 大学生 たち 緊急だ 声明 発表
"就活もだけど、学会とかでのセクハラもどうにかならんかな。
ナンパしたり容姿について評価したり、法律で禁じてくれ。
学会ってそういう出会いの場じゃないんだけどな…",就活 学会 とか セクハラ なる ナンパ する 容姿 つく 評価 する 法律 禁じる くれる 学会 出会い 場 ない
"就活セクハラやばww
本当に怖いわ😃",就活 セクハラ ば 本 怖い わ
"就活セクハラとか初めて聞いたわ
受かったとしても行かない方がいいやつ",就活 セクハラ 聞く 受かる する 行く ない 方 いい やつ
RT @itsukamitatsuki: 就活セクハラ防止を学生らが訴え OB訪問で「彼氏いるの？」 (2019年12月3日掲載) - ライブドアニュース https://t.co/7IRbcrXnMK,
"RT @toraneco_travel: #就活セクハラ
#JK 
#JD

就活セクハラが話題ですが
就活中は普段使わない電車にのることも多いので
女子学生のみなさん、痴漢にも注意が必要です

女性専用車の様子はこちら
　　↓ ↓ ↓
https://t.co/Tgc82VO…",就活 セクハラ 就活 セクハラ 話題 就活 中 普段 使う ない 電車 のる こと 多い 女子 学生 みなさん 痴漢 注意 必要だ 女性 専用 車 様子
RT @diafeliz_latin: ＃とくダネの就活セクハラ。セクハラ発言で以前炎上した梅沢氏は今日はおとなしかったが、小倉氏が受け止め側の問題もあると言ったら、「きれいになったね」と職場の女性に言っただけでセクハラと言われたと笑った。職権を乱用して就活生をホテルに誘ったり…,とく ダネ 就活 セクハラ セクハラ 発言 以前 炎上 する 梅沢 氏 今日 おとなしい 小倉 氏 受け止め 側 問題 ある 言う きれいだ なる 職場 女性 言う セクハラ 言う れる 笑う 職権 乱用 する 就活 生 ホテル 誘う
"RT @yakoni753: 正体バレバレで草生える。
こいつチャイナか朝鮮から金もらってるんじゃないの？

ローマ教皇　日本に「難民の受け入れを」 https://t.co/5H7scYttaF",正体 バレバレ 草 生える こいつ チャイナ 朝鮮 金 もらう る ない ローマ 教皇 日本 難民 受け入れ
"「女は20歳までだろ」就活におけるセクハラ横行し根絶を訴え - ライブドアニュース
 https://t.co/DNioKDhrql",女 20 歳 就活 おける セクハラ 横行 する 根絶 訴える
就活セクハラ「もう黙らない」大学生たちが緊急声明を発表 https://t.co/U1P2ZjzPSU,就活 セクハラ 黙る ない 大学生 たち 緊急だ 声明 発表
"就活セクハラがトレンド。個人的には女子社員の新卒１年目【歓迎会セクハラ】もいつか社会問題化すると思う。先輩が酔っぱらって、歓迎会で新卒女子の頭にチン〇を乗せて「殿様のちょんまげ」ってギャグかましてた。翌日、その新卒女子は出社拒否でほどなく退職。先輩は何のお咎めなし😭
#就活セクハラ",就活 セクハラ トレンド 個人 的だ 女子 社員 新卒 １ 年 目 歓迎 会 セクハラ 社会 問題 化 する 思う 先輩 酔っぱらう 歓迎 会 新卒 女子 頭 チンだ 乗せる 殿様 ちょんまげ ギャグ ます たい 翌日 新卒 女子 出社 拒否 退職 先輩 咎め なし 活 セクハラ
就活セクハラって今更じゃない？昔からあるよね。個人特定されるのが怖いから反論できないとか思わず、書き込める掲示板とか公式的に作って、名指しで書ける場所作っちゃえばいいんだよ。会社ごと名指ししてやらないと、就活後にセクハラされる被害者も出るよ、こういう会社は。,就活 セクハラ ない 昔 ある 個人 特定 する れる の 怖い 反論 できる ない 書く 込める 掲示板 公式 的だ 作る 名指し 書ける 場所 作る う いい 会社 ごと 名指し する やる ない 就活 後 セクハラ する れる 被害 者 出る 会社
RT @TrinityNYC: 就活セクハラの実態をテーマに、記事を書き続けてくれてるジャーナリストの竹下さんの連ツイ。#黙らない　竹下さん、ありがとう。 https://t.co/SbX4Mct7wl,
アクション &gt; 実効性ある「就活セクハラ」対策を求める大学生からの緊急声明 | ウィメンズアクションネットワーク Women's Action Network https://t.co/cIAcI19xXu @wansmtから,アクション 実効 性 ある 就活 セクハラ 対策 求める 大学生 緊急だ 声明
"昨日ニュースで就活セクハラの話題していたけど、リーダーっぽい女の子が室内でデカサングラスしてたことの方が印象強かった。
手元の紙見えにくくない？",昨日 ニュース 就活 セクハラ 話題 する いる リーダー っぽい 女の子 室 内 する る こと 方 印象 強い 手元 紙 見える にくい ない
"就活セクハラ
どうせ、またそれって受け取り方次第じゃん。
100%男が悪いのかよ。
って話題だと思ったら
120%男が悪い話題だった。

うん、これは男っていうか
その面接官がクソだわ",就活 セクハラ 受け取り 方 次第 100 男 悪い 話題 思う 120 男 悪い 話題 男 いう 面接 官 クソ
"就活セクハラ 
ってなんやねん
大袈裟",就活 セクハラ なん 大袈裟だ
RT @kirakira__7770: 就活ほんとにセクハラ！！！って感じでいやになっちゃったよな,就活 ほんとだ セクハラ 感じ いやだ なる う
"話題を拝見
引用申し訳ない

心が苦しくなった

無礼かもしれないが
就活生でもお客様だと思う

就活生といえど
会社を訪ねてきたお客様

セクハラなんて持っての他
許されるわけない
加害者から見れば
自分で自分の首を絞めてるに等しいと思う
 #就活セクハラ",話題 拝見 引用 申し訳ない 心 苦しい なる 無礼だ しれる ない 就活 生 客 様 思う 就活 生 いう 会社 訪ねる くる 客 様 セクハラ 持つ 他 許す れる わけない 加害 者 見る 自分 自分 首 絞める る 等しい 思う 就活 セクハラ
RT @1065koke: 就活セクハラに対処するのがなんで就活生なんや？？？？？その脳内チンポ野郎の首繋いでるのは会社やろ！！！！！,就活 セクハラ 対処 する の 就活 生 脳 内 チンポ 野郎 首 繋ぐ る の 会社
"zero終わったらトレンドにタピオカエンドレス入ってるの見て笑って欲しいな。
そして就活セクハラもカスハラも入ってるよ。みんなちゃんと見てるよ。",終わる トレンド 入る る 見る 笑う 欲しい 就活 セクハラ 入る る 見る る
